Fecha;"Volumen (€)";"Aportaciones netas (día, €)";"Aportaciones netas acumuladas (€)"
2022-07-10;1.399.568.644,75;700,00;1.318.547.201,95
2022-07-11;1.398.657.444,86;-212.297,24;1.318.334.904,71
2022-07-12;1.398.962.381,63;622.346,54;1.318.957.251,25
2022-07-13;1.400.397.041,55;3.365.884,85;1.322.323.136,10
2022-07-14;1.393.139.823,69;171.133,20;1.322.494.269,30
2022-07-15;1.395.261.035,71;763.091,17;1.323.257.360,47
2022-07-16;1.395.271.157,08;580,00;1.323.257.940,47
2022-07-17;1.395.268.746,40;350,00;1.323.258.290,47
2022-07-18;1.402.027.806,68;188.679,41;1.323.446.969,88
2022-07-19;1.398.253.939,94;1.406.980,42;1.324.853.950,30
2022-07-20;1.410.289.562,55;606.175,28;1.325.460.125,58
2022-07-21;1.418.699.979,06;306.212,55;1.325.766.338,13
2022-07-22;1.427.315.217,06;156.165,95;1.325.922.504,08
2022-07-23;1.427.314.854,09;0,00;1.325.922.504,08
2022-07-24;1.427.311.966,65;200,00;1.325.922.704,08
2022-07-25;1.426.378.020,85;354.281,11;1.326.276.985,19
2022-07-26;1.427.241.094,61;648.385,68;1.326.925.370,87
2022-07-27;1.432.330.636,91;652.110,32;1.327.577.481,19
2022-07-28;1.447.762.829,58;305.180,04;1.327.882.661,23
2022-07-29;1.460.043.152,82;504.997,95;1.328.387.659,18
2022-07-30;1.460.048.840,60;1.049,58;1.328.388.708,76
2022-07-31;1.460.048.808,52;2.850,00;1.328.391.558,76
2022-08-01;1.467.822.036,54;1.322.559,23;1.329.714.117,99
2022-08-02;1.467.810.048,73;3.155.014,74;1.332.869.132,73
2022-08-03;1.467.592.127,16;931.603,56;1.333.800.736,29
2022-08-04;1.480.021.776,25;998.807,51;1.334.799.543,80
2022-08-05;1.477.560.048,40;603.579,09;1.335.403.122,89
2022-08-06;1.477.485.972,51;0,00;1.335.403.122,89
2022-08-07;1.477.483.079,67;0,00;1.335.403.122,89
2022-08-08;1.476.725.187,49;1.201.237,96;1.336.604.360,85
2022-08-09;1.476.324.886,16;914.786,69;1.337.519.147,54
2022-08-10;1.473.037.402,59;383.592,31;1.337.902.739,85
2022-08-11;1.478.691.516,04;454.298,39;1.338.357.038,24
2022-08-12;1.482.212.654,11;785.099,67;1.339.142.137,91
2022-08-13;1.482.208.458,23;0,00;1.339.142.137,91
2022-08-14;1.482.206.011,40;500,00;1.339.142.637,91
2022-08-15;1.500.399.574,28;1.102.117,70;1.340.244.755,61
2022-08-16;1.509.694.056,68;510.696,27;1.340.755.451,88
2022-08-17;1.507.427.117,61;500.014,81;1.341.255.466,69
2022-08-18;1.501.588.538,97;922.851,24;1.342.178.317,93
2022-08-19;1.504.592.319,86;74.112,28;1.342.252.430,21
2022-08-20;1.504.420.351,95;3.350,00;1.342.255.780,21
2022-08-21;1.504.408.911,99;0,00;1.342.255.780,21
2022-08-22;1.495.834.871,75;689.933,67;1.342.945.713,88
2022-08-23;1.487.773.541,26;736.514,97;1.343.682.228,85
2022-08-24;1.484.001.091,05;-39.513,07;1.343.642.715,78
2022-08-25;1.484.469.901,19;-423.054,43;1.343.219.661,35
2022-08-26;1.491.391.679,07;102.922,31;1.343.322.583,66
2022-08-27;1.489.745.630,34;0,00;1.343.322.583,66
2022-08-28;1.491.180.301,91;700,00;1.343.323.283,66
2022-08-29;1.468.796.534,94;632.474,80;1.343.955.758,46
2022-08-30;1.459.867.411,02;1.146.606,16;1.345.102.364,62
2022-08-31;1.453.421.347,11;244.311,24;1.345.346.675,86
2022-09-01;1.442.044.225,21;1.232.315,29;1.346.578.991,15
2022-09-02;1.442.811.354,99;2.027.858,54;1.348.606.849,69
2022-09-03;1.442.802.131,08;850,00;1.348.607.699,69
2022-09-04;1.442.799.499,03;200,00;1.348.607.899,69
2022-09-05;1.440.084.012,94;1.167.752,80;1.349.775.652,49
2022-09-06;1.444.848.063,58;2.349.641,90;1.352.125.294,39
2022-09-07;1.443.669.083,44;550.954,95;1.352.676.249,34
2022-09-08;1.446.659.377,41;407.858,24;1.353.084.107,58
2022-09-09;1.452.965.087,54;84.881,71;1.353.168.989,29
2022-09-10;1.452.960.665,86;0,00;1.353.168.989,29
2022-09-11;1.452.957.781,58;0,00;1.353.168.989,29
2022-09-12;1.460.927.442,31;638.535,00;1.353.807.524,29
2022-09-13;1.461.631.840,48;2.361.005,31;1.356.168.529,60
2022-09-14;1.447.341.066,43;503.133,15;1.356.671.662,75
2022-09-15;1.444.331.053,27;591.830,71;1.357.263.493,46
2022-09-16;1.436.151.181,76;392.546,66;1.357.656.040,12
2022-09-17;1.436.156.239,04;0,00;1.357.656.040,12
2022-09-18;1.436.153.664,68;0,00;1.357.656.040,12
2022-09-19;1.426.180.160,06;507.052,59;1.358.163.092,71
2022-09-20;1.425.445.174,30;985.455,78;1.359.148.548,49
2022-09-21;1.420.292.752,55;424.566,46;1.359.573.114,95
2022-09-22;1.420.079.866,33;1.428.197,53;1.361.001.312,48
2022-09-23;1.411.702.858,47;483.924,42;1.361.485.236,90
2022-09-24;1.411.677.363,90;0,00;1.361.485.236,90
2022-09-25;1.411.674.614,43;0,00;1.361.485.236,90
2022-09-26;1.402.483.416,17;466.793,22;1.361.952.030,12
2022-09-27;1.393.102.940,28;1.231.031,18;1.363.183.061,30
2022-09-28;1.394.400.458,02;351.451,41;1.363.534.512,71
2022-09-29;1.400.400.219,98;1.883.332,80;1.365.417.845,51
2022-09-30;1.380.115.261,58;744.303,76;1.366.162.149,27
2022-10-01;1.380.109.476,63;0,00;1.366.162.149,27
2022-10-02;1.380.106.799,50;0,00;1.366.162.149,27
2022-10-03;1.378.116.316,98;1.685.896,88;1.367.848.046,15
2022-10-04;1.400.452.700,73;2.825.512,14;1.370.673.558,29
2022-10-05;1.415.738.740,68;756.978,88;1.371.430.537,17
2022-10-06;1.416.131.116,90;837.152,67;1.372.267.689,84
2022-10-07;1.408.008.889,27;-4.508,67;1.372.263.181,17
2022-10-08;1.408.813.514,46;0,00;1.372.263.181,17
2022-10-09;1.408.001.875,05;0,00;1.372.263.181,17
2022-10-10;1.392.965.046,04;-12.721,92;1.372.250.459,25
2022-10-11;1.389.883.197,72;1.255.196,80;1.373.505.656,05
2022-10-12;1.383.153.037,27;516.008,08;1.374.021.664,13
2022-10-13;1.381.940.086,17;-549.751,33;1.373.471.912,80
2022-10-14;1.389.286.360,68;525.595,31;1.373.997.508,11
2022-10-15;1.389.280.977,33;0,00;1.373.997.508,11
2022-10-16;1.389.278.257,46;0,00;1.373.997.508,11
2022-10-17;1.381.437.263,50;-1.470.518,39;1.372.526.989,72
2022-10-18;1.392.598.325,73;1.001.978,52;1.373.528.968,24
2022-10-19;1.398.372.088,37;337.091,29;1.373.866.059,53
2022-10-20;1.393.325.521,07;417.135,27;1.374.283.194,80
2022-10-21;1.387.992.061,18;-57.533,11;1.374.225.661,69
2022-10-22;1.387.986.045,25;0,00;1.374.225.661,69
2022-10-23;1.387.983.272,59;0,00;1.374.225.661,69
2022-10-24;1.397.611.424,54;-158.176,69;1.374.067.485,00
2022-10-25;1.402.806.255,16;330.274,57;1.374.397.759,57
2022-10-26;1.413.384.551,16;752.453,63;1.375.150.213,20
2022-10-27;1.409.739.784,84;385.673,66;1.375.535.886,86
2022-10-28;1.417.185.784,97;93.622,10;1.375.629.508,96
2022-10-29;1.417.186.291,65;0,00;1.375.629.508,96
2022-10-30;1.417.183.473,58;0,00;1.375.629.508,96
2022-10-31;1.426.881.071,52;807.836,26;1.376.437.345,22
2022-11-01;1.429.737.542,89;1.706.603,62;1.378.143.948,84
2022-11-02;1.432.927.847,19;1.385.354,08;1.379.529.302,92
2022-11-03;1.424.300.992,68;1.527.042,42;1.381.056.345,34
2022-11-04;1.423.816.212,87;946.157,70;1.382.002.503,04
2022-11-05;1.423.811.285,39;0,00;1.382.002.503,04
2022-11-06;1.423.808.455,68;0,00;1.382.002.503,04
2022-11-07;1.426.970.352,37;1.135.249,04;1.383.137.752,08
2022-11-08;1.430.012.000,86;2.022.925,49;1.385.160.677,57
2022-11-09;1.430.611.323,56;772.743,60;1.385.933.421,17
2022-11-10;1.433.840.655,54;83.272,44;1.386.016.693,61
2022-11-11;1.462.588.576,46;490.060,96;1.386.506.754,57
2022-11-12;1.462.599.471,53;0,00;1.386.506.754,57
2022-11-13;1.462.596.489,24;0,00;1.386.506.754,57
2022-11-14;1.463.964.208,84;1.123.426,90;1.387.630.181,47
2022-11-15;1.461.669.638,34;1.717.245,31;1.389.347.426,78
2022-11-16;1.468.593.807,37;789.989,28;1.390.137.416,06
2022-11-17;1.464.309.577,35;659.490,36;1.390.796.906,42
2022-11-18;1.463.984.262,76;518.374,01;1.391.315.280,43
2022-11-19;1.463.978.413,79;0,00;1.391.315.280,43
2022-11-20;1.463.975.816,18;0,00;1.391.315.280,43
2022-11-21;1.467.795.783,70;153.950,80;1.391.469.231,23
2022-11-22;1.473.451.551,88;569.235,67;1.392.038.466,90
2022-11-23;1.481.309.846,12;586.930,39;1.392.625.397,29
2022-11-24;1.483.804.688,14;902.656,25;1.393.528.053,54
2022-11-25;1.488.046.925,85;1.036.876,53;1.394.564.930,07
2022-11-26;1.488.054.867,20;0,00;1.394.564.930,07
2022-11-27;1.488.051.880,67;0,00;1.394.564.930,07
2022-11-28;1.483.775.165,01;1.212.907,35;1.395.777.837,42
2022-11-29;1.478.074.387,98;1.794.142,34;1.397.571.979,76
2022-11-30;1.489.058.144,14;2.650.853,22;1.400.222.832,98
2022-12-01;1.509.973.840,73;1.287.815,95;1.401.510.648,93
2022-12-02;1.508.010.678,21;1.843.004,14;1.403.353.653,07
2022-12-03;1.508.016.123,25;0,00;1.403.353.653,07
2022-12-04;1.508.013.114,51;0,00;1.403.353.653,07
2022-12-05;1.505.232.170,33;1.462.737,36;1.404.816.390,43
2022-12-06;1.493.860.424,91;1.960.089,31;1.406.776.479,74
2022-12-07;1.487.873.332,22;951.936,92;1.407.728.416,66
2022-12-08;1.487.583.466,79;696.210,12;1.408.424.626,78
2022-12-09;1.487.521.190,99;124.752,53;1.408.549.379,31
2022-12-10;1.487.536.455,69;0,00;1.408.549.379,31
2022-12-11;1.487.536.513,70;0,00;1.408.549.379,31
2022-12-12;1.487.052.180,12;1.095.566,99;1.409.644.946,30
2022-12-13;1.493.891.639,07;1.184.801,58;1.410.829.747,88
2022-12-14;1.494.580.941,36;1.598.433,79;1.412.428.181,67
2022-12-15;1.491.578.753,10;492.052,15;1.412.920.233,82
2022-12-16;1.471.850.385,54;4.074.251,19;1.416.994.485,01
2022-12-17;1.472.003.522,51;0,00;1.416.994.485,01
2022-12-18;1.472.000.603,52;0,00;1.416.994.485,01
2022-12-19;1.464.605.156,94;1.112.300,97;1.418.106.785,98
2022-12-20;1.463.640.266,31;3.300.612,70;1.421.407.398,68
2022-12-21;1.461.041.447,88;416.804,12;1.421.824.202,80
2022-12-22;1.470.479.336,45;632.753,43;1.422.456.956,23
2022-12-23;1.465.683.442,36;954.075,15;1.423.411.031,38
2022-12-24;1.465.668.257,51;0,00;1.423.411.031,38
2022-12-25;1.465.666.815,97;0,00;1.423.411.031,38
2022-12-26;1.465.411.012,11;92.680,64;1.423.503.712,02
2022-12-27;1.465.671.250,44;1.377.176,18;1.424.880.888,20
2022-12-28;1.464.444.022,82;1.598.927,09;1.426.479.815,29
2022-12-29;1.459.637.162,24;863.560,40;1.427.343.375,69
2022-12-30;1.466.702.559,18;1.011.166,05;1.428.354.541,74
2022-12-31;1.466.731.061,74;0,00;1.428.354.541,74
2023-01-01;1.466.728.230,94;0,00;1.428.354.541,74
2023-01-02;1.463.129.236,63;2.698.642,05;1.431.053.183,79
2023-01-03;1.468.724.586,26;3.119.288,45;1.434.172.472,24
2023-01-04;1.484.509.859,50;1.093.830,62;1.435.266.302,86
2023-01-05;1.490.768.664,87;681.328,89;1.435.947.631,75
2023-01-06;1.495.105.273,79;1.041.486,47;1.436.989.118,22
2023-01-07;1.495.087.436,85;0,00;1.436.989.118,22
2023-01-08;1.495.083.950,86;0,00;1.436.989.118,22
2023-01-09;1.505.529.026,07;-341.545,55;1.436.647.572,67
2023-01-10;1.504.108.262,20;1.938.951,33;1.438.586.524,00
2023-01-11;1.509.653.151,66;3.076.970,91;1.441.663.494,91
2023-01-12;1.519.901.303,97;193.592,17;1.441.857.087,08
2023-01-13;1.525.673.342,44;873.504,38;1.442.730.591,46
2023-01-14;1.525.709.205,14;0,00;1.442.730.591,46
2023-01-15;1.525.706.169,01;0,00;1.442.730.591,46
2023-01-16;1.529.751.220,82;1.275.716,04;1.444.006.307,50
2023-01-17;1.531.499.605,77;1.778.301,98;1.445.784.609,48
2023-01-18;1.535.367.462,44;1.002.049,36;1.446.786.658,84
2023-01-19;1.531.538.694,50;-413.490,63;1.446.373.168,21
2023-01-20;1.526.037.845,28;-170.127,47;1.446.203.040,74
2023-01-21;1.526.034.919,91;0,00;1.446.203.040,74
2023-01-22;1.526.031.884,00;0,00;1.446.203.040,74
2023-01-23;1.531.748.864,39;546.185,92;1.446.749.226,66
2023-01-24;1.537.467.647,73;988.375,81;1.447.737.602,47
2023-01-25;1.539.623.212,70;567.733,09;1.448.305.335,56
2023-01-26;1.540.333.957,85;1.008.162,91;1.449.313.498,47
2023-01-27;1.549.680.510,91;1.093.499,02;1.450.406.997,49
2023-01-28;1.549.723.157,35;0,00;1.450.406.997,49
2023-01-29;1.549.720.079,20;0,00;1.450.406.997,49
2023-01-30;1.551.208.072,05;1.664.122,52;1.452.071.120,01
2023-01-31;1.545.763.137,68;2.229.180,65;1.454.300.300,66
2023-02-01;1.553.924.773,53;1.226.266,81;1.455.526.567,47
2023-02-02;1.563.341.278,92;3.002.642,46;1.458.529.209,93
2023-02-03;1.576.086.642,24;610.688,98;1.459.139.898,91
2023-02-04;1.576.090.781,61;0,00;1.459.139.898,91
2023-02-05;1.576.087.690,53;0,00;1.459.139.898,91
2023-02-06;1.574.026.476,38;2.012.996,92;1.461.152.895,83
2023-02-07;1.576.051.010,95;3.058.650,35;1.464.211.546,18
2023-02-08;1.584.509.465,31;1.213.006,85;1.465.424.553,03
2023-02-09;1.578.363.572,60;964.082,16;1.466.388.635,19
2023-02-10;1.573.908.612,54;-76.635,45;1.466.311.999,74
2023-02-11;1.573.902.318,62;0,00;1.466.311.999,74
2023-02-12;1.573.899.203,10;0,00;1.466.311.999,74
2023-02-13;1.577.182.659,81;740.476,37;1.467.052.476,11
2023-02-14;1.582.066.472,90;2.094.864,32;1.469.147.340,43
2023-02-15;1.583.867.187,93;813.650,90;1.469.960.991,33
2023-02-16;1.585.010.578,62;614.189,79;1.470.575.181,12
2023-02-17;1.581.105.780,69;820.349,03;1.471.395.530,15
2023-02-18;1.581.098.133,83;0,00;1.471.395.530,15
2023-02-19;1.581.096.248,06;0,00;1.471.395.530,15
2023-02-20;1.579.096.683,16;865.326,44;1.472.260.856,59
2023-02-21;1.577.371.009,45;1.528.279,34;1.473.789.135,93
2023-02-22;1.563.809.352,31;711.157,94;1.474.500.293,87
2023-02-23;1.566.644.948,12;878.750,23;1.475.379.044,10
2023-02-24;1.571.633.759,24;871.027,14;1.476.250.071,24
2023-02-25;1.571.620.576,84;0,00;1.476.250.071,24
2023-02-26;1.571.617.625,43;0,00;1.476.250.071,24
2023-02-27;1.566.622.268,94;905.705,14;1.477.155.776,38
2023-02-28;1.566.044.189,47;1.731.347,17;1.478.887.123,55
2023-03-01;1.564.132.834,98;1.939.312,32;1.480.826.435,87
2023-03-02;1.562.372.522,43;3.554.400,47;1.484.380.836,34
2023-03-03;1.572.333.300,56;548.012,53;1.484.928.848,87
2023-03-04;1.572.327.916,27;0,00;1.484.928.848,87
2023-03-05;1.572.324.774,10;0,00;1.484.928.848,87
2023-03-06;1.588.313.027,94;1.698.184,99;1.486.627.033,86
2023-03-07;1.582.512.972,52;1.953.279,14;1.488.580.313,00
2023-03-08;1.581.514.211,89;1.045.034,52;1.489.625.347,52
2023-03-09;1.582.751.829,06;1.051.385,21;1.490.676.732,73
2023-03-10;1.571.524.350,19;829.601,89;1.491.506.334,62
2023-03-11;1.571.522.873,11;0,00;1.491.506.334,62
2023-03-12;1.571.524.781,54;0,00;1.491.506.334,62
2023-03-13;1.555.759.102,03;1.070.751,76;1.492.577.086,38
2023-03-14;1.552.758.151,78;1.181.220,19;1.493.758.306,57
2023-03-15;1.557.732.748,56;866.160,21;1.494.624.466,78
2023-03-16;1.569.449.809,54;1.279.853,75;1.495.904.320,53
2023-03-17;1.569.422.305,63;1.193.619,32;1.497.097.939,85
2023-03-18;1.569.413.804,80;0,00;1.497.097.939,85
2023-03-19;1.569.410.719,99;0,00;1.497.097.939,85
2023-03-20;1.566.812.810,00;1.033.395,95;1.498.131.335,80
2023-03-21;1.567.396.052,98;842.577,65;1.498.973.913,45
2023-03-22;1.571.292.813,51;646.264,24;1.499.620.177,69
2023-03-23;1.566.920.863,58;1.374.723,16;1.500.994.900,85
2023-03-24;1.568.292.916,77;-1.980,77;1.500.992.920,08
2023-03-25;1.568.294.546,83;0,00;1.500.992.920,08
2023-03-26;1.568.291.435,35;0,00;1.500.992.920,08
2023-03-27;1.576.813.468,91;1.122.977,13;1.502.115.897,21
2023-03-28;1.574.797.138,29;853.956,18;1.502.969.853,39
2023-03-29;1.574.021.147,47;516.313,65;1.503.486.167,04
2023-03-30;1.586.588.804,27;1.181.625,72;1.504.667.792,76
2023-03-31;1.590.882.160,15;1.794.115,62;1.506.461.908,38
2023-04-01;1.590.880.469,30;0,00;1.506.461.908,38
2023-04-02;1.590.880.160,44;0,00;1.506.461.908,38
2023-04-03;1.607.203.381,80;2.292.797,96;1.508.754.706,34
2023-04-04;1.612.428.752,36;3.041.203,02;1.511.795.909,36
2023-04-05;1.606.033.820,53;1.344.146,14;1.513.140.055,50
2023-04-06;1.609.952.635,33;1.221.373,72;1.514.361.429,22
2023-04-07;1.610.390.731,26;174.895,42;1.514.536.324,64
2023-04-08;1.610.422.043,14;0,00;1.514.536.324,64
2023-04-09;1.610.418.866,50;0,00;1.514.536.324,64
2023-04-10;1.611.161.765,06;751.336,66;1.515.287.661,30
2023-04-11;1.617.049.470,54;536.701,94;1.515.824.363,24
2023-04-12;1.614.847.253,45;1.184.061,55;1.517.008.424,79
2023-04-13;1.611.133.614,75;749.904,35;1.517.758.329,14
2023-04-14;1.614.844.177,88;954.351,87;1.518.712.681,01
2023-04-15;1.614.840.994,54;0,00;1.518.712.681,01
2023-04-16;1.614.837.801,93;0,00;1.518.712.681,01
2023-04-17;1.617.518.155,88;484.503,36;1.519.197.184,37
2023-04-18;1.624.994.260,72;1.130.206,55;1.520.327.390,92
2023-04-19;1.625.669.319,90;985.413,39;1.521.312.804,31
2023-04-20;1.621.449.995,12;-398.051,82;1.520.914.752,49
2023-04-21;1.619.071.033,68;566.908,85;1.521.481.661,34
2023-04-22;1.619.072.043,80;0,00;1.521.481.661,34
2023-04-23;1.619.068.832,42;0,00;1.521.481.661,34
2023-04-24;1.618.357.323,82;733.520,52;1.522.215.181,86
2023-04-25;1.614.767.269,50;679.286,16;1.522.894.468,02
2023-04-26;1.610.475.397,81;564.759,61;1.523.459.227,63
2023-04-27;1.605.020.758,42;762.758,73;1.524.221.986,36
2023-04-28;1.616.937.572,10;400.982,22;1.524.622.968,58
2023-04-29;1.616.933.385,06;0,00;1.524.622.968,58
2023-04-30;1.616.930.164,01;0,00;1.524.622.968,58
2023-05-01;1.621.988.520,17;134.757,68;1.524.757.726,26
2023-05-02;1.626.288.437,12;2.154.081,02;1.526.911.807,28
2023-05-03;1.622.642.045,24;3.775.959,26;1.530.687.766,54
2023-05-04;1.617.048.098,58;1.002.845,79;1.531.690.612,33
2023-05-05;1.622.520.498,06;600.803,12;1.532.291.415,45
2023-05-06;1.622.514.793,31;0,00;1.532.291.415,45
2023-05-07;1.622.511.568,42;0,00;1.532.291.415,45
2023-05-08;1.633.478.965,03;2.235.981,95;1.534.527.397,40
2023-05-09;1.634.868.591,24;918.188,24;1.535.445.585,64
2023-05-10;1.636.387.026,16;259.891,32;1.535.705.476,96
2023-05-11;1.639.353.022,55;741.511,63;1.536.446.988,59
2023-05-12;1.643.153.688,91;145.844,67;1.536.592.833,26
2023-05-13;1.643.150.010,30;0,00;1.536.592.833,26
2023-05-14;1.643.147.231,69;0,00;1.536.592.833,26
2023-05-15;1.646.738.031,78;903.758,13;1.537.496.591,39
2023-05-16;1.648.392.119,19;569.544,29;1.538.066.135,68
2023-05-17;1.645.194.181,36;-175.730,07;1.537.890.405,61
2023-05-18;1.654.121.224,39;-101.643,09;1.537.788.762,52
2023-05-19;1.661.359.196,66;253.280,30;1.538.042.042,82
2023-05-20;1.661.348.154,15;0,00;1.538.042.042,82
2023-05-21;1.661.344.870,73;0,00;1.538.042.042,82
2023-05-22;1.662.078.137,75;580.409,41;1.538.622.452,23
2023-05-23;1.662.606.718,40;1.234.589,23;1.539.857.041,46
2023-05-24;1.654.266.984,41;524.583,78;1.540.381.625,24
2023-05-25;1.646.368.875,71;136.407,61;1.540.518.032,85
2023-05-26;1.651.422.049,77;642.583,05;1.541.160.615,90
2023-05-27;1.651.413.474,30;0,00;1.541.160.615,90
2023-05-28;1.651.410.197,59;0,00;1.541.160.615,90
2023-05-29;1.663.979.634,52;1.571.157,67;1.542.731.773,57
2023-05-30;1.666.812.634,84;1.704.058,01;1.544.435.831,58
2023-05-31;1.666.403.677,94;1.074.037,75;1.545.509.869,33
2023-06-01;1.667.291.779,17;1.228.585,54;1.546.738.454,87
2023-06-02;1.677.294.474,17;3.092.698,75;1.549.831.153,62
2023-06-03;1.677.293.341,22;0,00;1.549.831.153,62
2023-06-04;1.677.290.023,90;0,00;1.549.831.153,62
2023-06-05;1.694.357.592,75;1.547.185,59;1.551.378.339,21
2023-06-06;1.698.888.509,20;3.928.948,15;1.555.307.287,36
2023-06-07;1.703.902.469,28;1.165.613,73;1.556.472.901,09
2023-06-08;1.700.791.600,36;1.715.623,91;1.558.188.525,00
2023-06-09;1.700.780.912,50;1.084.045,21;1.559.272.570,21
2023-06-10;1.700.784.595,91;0,00;1.559.272.570,21
2023-06-11;1.700.781.259,81;0,00;1.559.272.570,21
2023-06-12;1.707.741.404,74;1.616.119,06;1.560.888.689,27
2023-06-13;1.717.279.468,86;2.176.013,20;1.563.064.702,47
2023-06-14;1.722.012.096,40;1.478.985,48;1.564.543.687,95
2023-06-15;1.723.137.814,08;984.790,98;1.565.528.478,93
2023-06-16;1.723.983.675,19;804.964,89;1.566.333.443,82
2023-06-17;1.723.986.286,02;0,00;1.566.333.443,82
2023-06-18;1.723.982.918,75;0,00;1.566.333.443,82
2023-06-19;1.724.950.217,56;2.047.874,50;1.568.381.318,32
2023-06-20;1.720.301.833,66;1.346.727,68;1.569.728.046,00
2023-06-21;1.718.902.037,41;1.219.009,45;1.570.947.055,45
2023-06-22;1.710.027.494,11;854.046,59;1.571.801.102,04
2023-06-23;1.708.031.786,40;1.167.028,84;1.572.968.130,88
2023-06-24;1.708.039.092,08;0,00;1.572.968.130,88
2023-06-25;1.708.034.660,80;0,00;1.572.968.130,88
2023-06-26;1.713.543.169,20;7.465.862,28;1.580.433.993,16
2023-06-27;1.712.273.812,47;1.265.490,76;1.581.699.483,92
2023-06-28;1.716.867.063,22;875.905,03;1.582.575.388,95
2023-06-29;1.725.379.663,51;1.052.527,44;1.583.627.916,39
2023-06-30;1.731.468.552,32;1.272.707,45;1.584.900.623,84
2023-07-01;1.731.487.109,51;0,00;1.584.900.623,84
2023-07-02;1.731.484.840,39;0,00;1.584.900.623,84
2023-07-03;1.742.177.825,14;4.246.154,09;1.589.146.777,93
2023-07-04;1.749.855.132,70;4.778.172,53;1.593.924.950,46
2023-07-05;1.751.921.866,23;2.214.247,33;1.596.139.197,79
2023-07-06;1.747.855.933,54;3.011.518,84;1.599.150.716,63
2023-07-07;1.733.738.264,04;843.446,61;1.599.994.163,24
2023-07-08;1.733.523.208,21;0,00;1.599.994.163,24
2023-07-09;1.733.519.859,82;0,00;1.599.994.163,24
2023-07-10;1.728.015.851,89;1.157.524,60;1.601.151.687,84
2023-07-11;1.732.173.032,87;2.094.650,29;1.603.246.338,13
2023-07-12;1.740.948.905,70;-34.583,88;1.603.211.754,25
2023-07-13;1.746.205.940,97;1.271.267,66;1.604.483.021,91
2023-07-14;1.752.896.974,17;1.153.710,44;1.605.636.732,35
2023-07-15;1.752.857.150,04;0,00;1.605.636.732,35
2023-07-16;1.752.853.766,83;0,00;1.605.636.732,35
2023-07-17;1.749.778.896,44;1.553.053,85;1.607.189.786,20
2023-07-18;1.753.449.649,02;1.315.393,31;1.608.505.179,51
2023-07-19;1.763.306.432,75;1.212.372,17;1.609.717.551,68
2023-07-20;1.768.293.281,48;946.097,47;1.610.663.649,15
2023-07-21;1.767.474.703,35;805.265,93;1.611.468.915,08
2023-07-22;1.767.462.195,15;0,00;1.611.468.915,08
2023-07-23;1.767.459.094,29;0,00;1.611.468.915,08
2023-07-24;1.771.643.080,53;775.139,80;1.612.244.054,88
2023-07-25;1.779.793.210,72;854.526,26;1.613.098.581,14
2023-07-26;1.787.593.453,38;968.661,12;1.614.067.242,26
2023-07-27;1.785.150.258,97;704.015,34;1.614.771.257,60
2023-07-28;1.793.652.925,21;828.977,18;1.615.600.234,78
2023-07-29;1.793.632.338,11;0,00;1.615.600.234,78
2023-07-30;1.793.628.857,63;0,00;1.615.600.234,78
2023-07-31;1.798.300.194,59;1.080.033,63;1.616.680.268,41
2023-08-01;1.803.038.261,74;2.603.336,86;1.619.283.605,27
2023-08-02;1.804.598.913,71;8.198.351,40;1.627.481.956,67
2023-08-03;1.794.389.962,70;2.749.839,54;1.630.231.796,21
2023-08-04;1.789.232.870,79;744.048,30;1.630.975.844,51
2023-08-05;1.789.218.560,61;0,00;1.630.975.844,51
2023-08-06;1.789.215.131,12;0,00;1.630.975.844,51
2023-08-07;1.787.101.799,76;1.956.339,20;1.632.932.183,71
2023-08-08;1.794.718.101,74;3.285.360,17;1.636.217.543,88
2023-08-09;1.795.919.069,26;1.078.255,07;1.637.295.798,95
